"Group","Units","Indicator","YYYY-MM","value"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2021-04","13.6"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2021-05","16.9"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2021-06","18.4"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2021-07","18.6"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2021-08","18.2"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2021-09","18.9"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2021-10","19.1"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2021-11","18.8"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2021-12","20.9"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2022-01","20.8"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2022-02","19.2"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2022-03","18.5"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2022-04","18.9"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2022-05","22.2"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2022-06","25.6"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2022-07","25.1"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2022-08","23.2"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2022-09","22.7"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2022-10","23.2"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2022-11","21.9"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2022-12","22.8"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2023-01","21.1"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2023-02","20.7"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2023-03","20.4"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2023-04","20.6"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2023-05","21.7"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2023-06","23.4"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2023-07","24.8"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2023-08","19.4"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2023-09","19"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2023-10","18.2"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2023-11","17.6"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2023-12","19.3"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2024-01","18.4"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2024-02","18.9"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2024-03","17.8"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2024-04","19.6"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2024-05","19.1"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2024-06","20.7"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2024-07","21.7"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2024-08","20.6"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2024-09","18.2"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2024-10","18.5"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2024-11","17.3"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2024-12","19.8"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2015-01","73.5"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2015-02","74.8"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2015-03","77.2"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2015-04","76.7"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2015-05","76.1"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2015-06","74"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2015-07","73.4"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2015-08","75.5"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2015-09","76.3"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2015-10","76.5"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2015-11","77.8"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2015-12","76.3"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2016-01","75.1"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2016-02","76.4"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2016-03","78.7"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2016-04","76"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2016-05","76.4"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2016-06","74.8"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2016-07","74.1"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2016-08","75.6"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2016-09","74.2"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2016-10","75.5"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2016-11","79.4"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2016-12","76.3"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2017-01","73.7"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2017-02","75.6"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2017-03","76.8"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2017-04","75"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2017-05","75.1"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2017-06","73.4"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2017-07","72.7"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2017-08","75.3"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2017-09","75.4"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2017-10","73.8"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2017-11","76.8"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2017-12","74.5"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2018-01","75.2"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2018-02","74.2"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2018-03","76.8"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2018-04","76.3"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2018-05","76.3"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2018-06","74.1"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2018-07","75.6"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2018-08","77.7"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2018-09","77.5"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2018-10","78.5"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2018-11","80.7"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2018-12","78.5"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2019-01","77.5"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2019-02","78.7"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2019-03","80.5"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2019-04","80.8"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2019-05","77.2"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2019-06","76"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2019-07","76"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2019-08","77.6"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2019-09","77.8"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2019-10","77.7"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2019-11","80.2"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2019-12","76.7"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2020-01","76.6"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2020-02","79.2"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2020-03","81.1"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2020-04","95.6"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2020-05","95.5"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2020-06","93.8"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2020-07","92.8"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2020-08","95.2"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2020-09","95.3"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2020-10","90.2"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2020-11","87.3"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2020-12","86.2"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2021-01","88.1"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2021-02","87.9"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2021-03","86.5"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2021-04","86.4"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2021-05","83.1"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2021-06","81.6"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2021-07","81.4"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2021-08","81.8"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2021-09","81.1"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2021-10","80.9"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2021-11","81.2"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2021-12","79.1"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2022-01","79.2"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2022-02","80.8"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2022-03","81.5"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2022-04","81.1"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2022-05","77.8"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2022-06","74.4"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2022-07","74.9"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2022-08","76.8"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2022-09","77.3"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2022-10","76.8"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2022-11","78.1"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2022-12","77.2"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2023-01","78.9"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2023-02","79.3"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2023-03","79.6"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2023-04","79.4"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2023-05","78.3"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2023-06","76.6"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2023-07","75.2"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2023-08","80.6"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2023-09","81"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2023-10","81.8"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2023-11","82.4"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2023-12","80.7"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2024-01","81.6"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2024-02","81.1"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2024-03","82.2"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2024-04","80.4"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2024-05","80.9"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2024-06","79.3"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2024-07","78.3"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2024-08","79.4"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2024-09","81.8"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2024-10","81.5"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2024-11","82.7"
"Oahu visitors","percent","ISL visit: Oahu only (%)","2024-12","80.2"
